INFO 2025-02-21 05:55:12,207 autoreload Watching for file changes with StatReloader
DEBUG 2025-02-21 05:55:12,581 autoreload File /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/_opcode_metadata.py first seen with mtime 1733248792.0
DEBUG 2025-02-21 05:55:12,581 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/utils/log.py first seen with mtime 1737948049.789683
DEBUG 2025-02-21 05:55:12,581 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/fontTools/misc/filenames.py first seen with mtime 1737948048.4786408
DEBUG 2025-02-21 05:55:12,581 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/cloudinary/cache/__init__.py first seen with mtime 1739345544.7481153
DEBUG 2025-02-21 05:55:12,581 autoreload File /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/http/__init__.py first seen with mtime 1733248792.0
DEBUG 2025-02-21 05:55:12,582 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/colorama/initialise.py first seen with mtime 1739147095.9881575
DEBUG 2025-02-21 05:55:12,582 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/fontTools/misc/loggingTools.py first seen with mtime 1737948048.4797723
DEBUG 2025-02-21 05:55:12,582 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/shortcuts.py first seen with mtime 1737948049.0505645
DEBUG 2025-02-21 05:55:12,582 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/db/models/fields/related_descriptors.py first seen with mtime 1737948049.7555633
DEBUG 2025-02-21 05:55:12,582 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/fontTools/ttLib/tables/_a_n_k_r.py first seen with mtime 1737948048.5243597
DEBUG 2025-02-21 05:55:12,582 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/db/backends/postgresql/creation.py first seen with mtime 1737948049.7460413
DEBUG 2025-02-21 05:55:12,582 autoreload File /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/pickle.py first seen with mtime 1733248792.0
DEBUG 2025-02-21 05:55:12,582 autoreload File /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/ctypes/macholib/dyld.py first seen with mtime 1737256140.7371538
DEBUG 2025-02-21 05:55:12,582 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/sessions/base_session.py first seen with mtime 1737948049.6366768
DEBUG 2025-02-21 05:55:12,582 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/sites/requests.py first seen with mtime 1737948049.6800857
DEBUG 2025-02-21 05:55:12,582 autoreload File /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/zipfile/__init__.py first seen with mtime 1733248792.0
DEBUG 2025-02-21 05:55:12,582 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/forms/formsets.py first seen with mtime 1737948049.7602205
DEBUG 2025-02-21 05:55:12,582 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/asgiref/__init__.py first seen with mtime 1737948049.0226576
DEBUG 2025-02-21 05:55:12,582 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/bms/apps.py first seen with mtime 1739324866.4260392
DEBUG 2025-02-21 05:55:12,582 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/colorama/ansitowin32.py first seen with mtime 1739147095.9880302
DEBUG 2025-02-21 05:55:12,582 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/core/management/color.py first seen with mtime 1737948049.7326775
DEBUG 2025-02-21 05:55:12,582 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/db/models/functions/math.py first seen with mtime 1737948049.75689
DEBUG 2025-02-21 05:55:12,582 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/core/files/base.py first seen with mtime 1737948049.72763
DEBUG 2025-02-21 05:55:12,582 autoreload File /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/asyncio/futures.py first seen with mtime 1733248792.0
DEBUG 2025-02-21 05:55:12,582 autoreload File /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/csv.py first seen with mtime 1733248792.0
DEBUG 2025-02-21 05:55:12,582 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/pydyf/__init__.py first seen with mtime 1737948048.1828213
DEBUG 2025-02-21 05:55:12,582 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/inventory/models.py first seen with mtime 1739407913.3454497
DEBUG 2025-02-21 05:55:12,582 autoreload File /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/bz2.py first seen with mtime 1733248792.0
DEBUG 2025-02-21 05:55:12,582 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/pycparser/plyparser.py first seen with mtime 1737948048.1898036
DEBUG 2025-02-21 05:55:12,582 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/urllib3/util/queue.py first seen with mtime 1739147095.2027566
DEBUG 2025-02-21 05:55:12,582 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/manage.py first seen with mtime 1737459163.1983569
DEBUG 2025-02-21 05:55:12,582 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/fontTools/varLib/builder.py first seen with mtime 1737948048.4935572
DEBUG 2025-02-21 05:55:12,582 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/fontTools/ttLib/tables/S_V_G_.py first seen with mtime 1737948048.5225701
DEBUG 2025-02-21 05:55:12,582 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/db/backends/ddl_references.py first seen with mtime 1737948049.7405024
DEBUG 2025-02-21 05:55:12,582 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/db/backends/postgresql/psycopg_any.py first seen with mtime 1737948049.746736
DEBUG 2025-02-21 05:55:12,582 autoreload File /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/zoneinfo/__init__.py first seen with mtime 1733248792.0
DEBUG 2025-02-21 05:55:12,582 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/core/handlers/asgi.py first seen with mtime 1737948049.7301114
DEBUG 2025-02-21 05:55:12,582 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/psycopg2/errors.py first seen with mtime 1739233715.3697364
DEBUG 2025-02-21 05:55:12,582 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/middleware/common.py first seen with mtime 1737948049.7756445
DEBUG 2025-02-21 05:55:12,582 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/tinyhtml5/constants.py first seen with mtime 1737948048.0885253
DEBUG 2025-02-21 05:55:12,582 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/db/migrations/graph.py first seen with mtime 1737948049.7490249
DEBUG 2025-02-21 05:55:12,582 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/urllib3/response.py first seen with mtime 1739147095.1989787
DEBUG 2025-02-21 05:55:12,582 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/_cffi_backend.cpython-313-darwin.so first seen with mtime 1737948050.6709025
DEBUG 2025-02-21 05:55:12,583 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/bms/models.py first seen with mtime 1739268016.1525528
DEBUG 2025-02-21 05:55:12,583 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/fontTools/misc/plistlib/__init__.py first seen with mtime 1737948048.4834611
DEBUG 2025-02-21 05:55:12,583 autoreload File /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/lib-dynload/_decimal.cpython-313-darwin.so first seen with mtime 1737256139.167906
DEBUG 2025-02-21 05:55:12,583 autoreload File /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/asyncio/staggered.py first seen with mtime 1733248792.0
DEBUG 2025-02-21 05:55:12,583 autoreload File /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/email/_encoded_words.py first seen with mtime 1733248792.0
DEBUG 2025-02-21 05:55:12,583 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/urllib3/request.py first seen with mtime 1739147095.198809
DEBUG 2025-02-21 05:55:12,583 autoreload File /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/tokenize.py first seen with mtime 1733248792.0
DEBUG 2025-02-21 05:55:12,583 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/messages/apps.py first seen with mtime 1737948049.56175
DEBUG 2025-02-21 05:55:12,583 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/cloudinary/forms.py first seen with mtime 1739345544.7455645
DEBUG 2025-02-21 05:55:12,583 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/urllib3/util/proxy.py first seen with mtime 1739147095.2025049
DEBUG 2025-02-21 05:55:12,583 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/auth/views.py first seen with mtime 1737948049.2970824
DEBUG 2025-02-21 05:55:12,583 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/sqlparse/engine/filter_stack.py first seen with mtime 1737948048.1290162
DEBUG 2025-02-21 05:55:12,583 autoreload File /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/shlex.py first seen with mtime 1733248792.0
DEBUG 2025-02-21 05:55:12,583 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/widgets.py first seen with mtime 1737948049.1178653
DEBUG 2025-02-21 05:55:12,583 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/sessions/apps.py first seen with mtime 1737948049.6365523
DEBUG 2025-02-21 05:55:12,583 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/weasyprint/layout/block.py first seen with mtime 1737948050.7271438
DEBUG 2025-02-21 05:55:12,583 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/sqlparse/engine/__init__.py first seen with mtime 1737948048.1289134
DEBUG 2025-02-21 05:55:12,583 autoreload File /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/string.py first seen with mtime 1733248792.0
DEBUG 2025-02-21 05:55:12,583 autoreload File /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/bisect.py first seen with mtime 1733248792.0
DEBUG 2025-02-21 05:55:12,583 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/tinycss2/__init__.py first seen with mtime 1737948048.1129174
DEBUG 2025-02-21 05:55:12,583 autoreload File /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/functools.py first seen with mtime 1733248792.0
DEBUG 2025-02-21 05:55:12,583 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/cloudinary/api_client/call_api.py first seen with mtime 1739345544.747554
DEBUG 2025-02-21 05:55:12,583 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/db/backends/postgresql/operations.py first seen with mtime 1737948049.7466326
DEBUG 2025-02-21 05:55:12,583 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/sqlparse/filters/others.py first seen with mtime 1737948048.129768
DEBUG 2025-02-21 05:55:12,583 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/utils/autoreload.py first seen with mtime 1737948049.7853994
DEBUG 2025-02-21 05:55:12,583 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django_browser_reload/apps.py first seen with mtime 1738129506.2757084
DEBUG 2025-02-21 05:55:12,583 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/core/mail/__init__.py first seen with mtime 1737948049.7310934
DEBUG 2025-02-21 05:55:12,583 autoreload File /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/_compression.py first seen with mtime 1733248792.0
DEBUG 2025-02-21 05:55:12,583 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/fontTools/ttLib/sfnt.py first seen with mtime 1737948048.51056
DEBUG 2025-02-21 05:55:12,583 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/weasyprint/layout/leader.py first seen with mtime 1737948050.728089
DEBUG 2025-02-21 05:55:12,583 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/auth/migrations/0001_initial.py first seen with mtime 1737948049.3528943
DEBUG 2025-02-21 05:55:12,583 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/core/management/base.py first seen with mtime 1737948049.7325602
DEBUG 2025-02-21 05:55:12,583 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/__init__.py first seen with mtime 1737948049.0501544
DEBUG 2025-02-21 05:55:12,583 autoreload File /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/email/mime/nonmultipart.py first seen with mtime 1733248792.0
DEBUG 2025-02-21 05:55:12,583 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/inventory/views.py first seen with mtime 1740041035.9714322
DEBUG 2025-02-21 05:55:12,583 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/urllib3/contrib/appengine.py first seen with mtime 1739147095.1997495
DEBUG 2025-02-21 05:55:12,583 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/attendance/migrations/__init__.py first seen with mtime 1737459289.043089
DEBUG 2025-02-21 05:55:12,583 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/urllib3/util/__init__.py first seen with mtime 1739147095.2021923
DEBUG 2025-02-21 05:55:12,583 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/fontTools/varLib/iup.cpython-313-darwin.so first seen with mtime 1737948048.4955761
DEBUG 2025-02-21 05:55:12,583 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/core/checks/security/__init__.py first seen with mtime 1737948049.7265494
DEBUG 2025-02-21 05:55:12,583 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/fontTools/ttLib/tables/V_O_R_G_.py first seen with mtime 1737948048.5135837
DEBUG 2025-02-21 05:55:12,583 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/fontTools/config/__init__.py first seen with mtime 1737948048.490094
DEBUG 2025-02-21 05:55:12,583 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/messages/__init__.py first seen with mtime 1737948049.5615075
DEBUG 2025-02-21 05:55:12,584 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/core/files/__init__.py first seen with mtime 1737948049.7273853
DEBUG 2025-02-21 05:55:12,584 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/db/migrations/recorder.py first seen with mtime 1737948049.74977
DEBUG 2025-02-21 05:55:12,584 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/cloudinary/compat.py first seen with mtime 1739345544.745018
DEBUG 2025-02-21 05:55:12,584 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/core/servers/basehttp.py first seen with mtime 1737948049.7393844
DEBUG 2025-02-21 05:55:12,584 autoreload File /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/dataclasses.py first seen with mtime 1733248792.0
DEBUG 2025-02-21 05:55:12,584 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/template/library.py first seen with mtime 1737948049.7779465
DEBUG 2025-02-21 05:55:12,584 autoreload File /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/asyncio/runners.py first seen with mtime 1733248792.0
DEBUG 2025-02-21 05:55:12,584 autoreload File /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/re/_compiler.py first seen with mtime 1733248792.0
DEBUG 2025-02-21 05:55:12,584 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/weasyprint/svg/shapes.py first seen with mtime 1737948050.7329962
DEBUG 2025-02-21 05:55:12,584 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/typing_extensions.py first seen with mtime 1739233615.821088
DEBUG 2025-02-21 05:55:12,584 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/views/autocomplete.py first seen with mtime 1737948049.23704
DEBUG 2025-02-21 05:55:12,584 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/template/defaultfilters.py first seen with mtime 1737948049.77722
DEBUG 2025-02-21 05:55:12,584 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/messages/middleware.py first seen with mtime 1737948049.5621505
DEBUG 2025-02-21 05:55:12,584 autoreload File /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/locale.py first seen with mtime 1733248792.0
DEBUG 2025-02-21 05:55:12,584 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/bms/migrations/0004_employee_employee_number.py first seen with mtime 1737720647.9316614
DEBUG 2025-02-21 05:55:12,584 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/customers/__init__.py first seen with mtime 1737766681.3807719
DEBUG 2025-02-21 05:55:12,584 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/core/files/storage/__init__.py first seen with mtime 1737948049.728979
DEBUG 2025-02-21 05:55:12,584 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/template/loaders/base.py first seen with mtime 1737948049.7798827
DEBUG 2025-02-21 05:55:12,584 autoreload File /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/html/parser.py first seen with mtime 1733248792.0
DEBUG 2025-02-21 05:55:12,584 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/colorama/ansi.py first seen with mtime 1739147095.987849
DEBUG 2025-02-21 05:55:12,584 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/fontTools/pens/recordingPen.py first seen with mtime 1737948048.501741
DEBUG 2025-02-21 05:55:12,584 autoreload File /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/ctypes/util.py first seen with mtime 1733248792.0
DEBUG 2025-02-21 05:55:12,584 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/templatetags/static.py first seen with mtime 1737948049.780972
DEBUG 2025-02-21 05:55:12,584 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/templatetags/cache.py first seen with mtime 1737948049.7804909
DEBUG 2025-02-21 05:55:12,584 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/utils/datastructures.py first seen with mtime 1737948049.7861395
DEBUG 2025-02-21 05:55:12,584 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/fontTools/colorLib/table_builder.py first seen with mtime 1737948048.5297034
DEBUG 2025-02-21 05:55:12,584 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/auth/signals.py first seen with mtime 1737948049.2963781
DEBUG 2025-02-21 05:55:12,584 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/sessions/migrations/0001_initial.py first seen with mtime 1737948049.6776025
DEBUG 2025-02-21 05:55:12,584 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/fontTools/varLib/multiVarStore.py first seen with mtime 1737948048.4963355
DEBUG 2025-02-21 05:55:12,584 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/dispatch/__init__.py first seen with mtime 1737948049.7591388
DEBUG 2025-02-21 05:55:12,584 autoreload File /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/token.py first seen with mtime 1733248792.0
DEBUG 2025-02-21 05:55:12,584 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/db/models/constraints.py first seen with mtime 1737948049.752456
DEBUG 2025-02-21 05:55:12,584 autoreload File /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/json/__init__.py first seen with mtime 1733248792.0
DEBUG 2025-02-21 05:55:12,584 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/auth/migrations/0003_alter_user_email_max_length.py first seen with mtime 1737948049.3531861
DEBUG 2025-02-21 05:55:12,584 autoreload File /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/json/decoder.py first seen with mtime 1733248792.0
DEBUG 2025-02-21 05:55:12,584 autoreload File /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/importlib/_abc.py first seen with mtime 1733248792.0
DEBUG 2025-02-21 05:55:12,584 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/db/backends/base/schema.py first seen with mtime 1737948049.7421625
DEBUG 2025-02-21 05:55:12,584 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/cloudinary/utils.py first seen with mtime 1739345544.7471354
DEBUG 2025-02-21 05:55:12,584 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/fontTools/ttLib/tables/_g_v_a_r.py first seen with mtime 1737948048.5267947
DEBUG 2025-02-21 05:55:12,585 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/cffi/api.py first seen with mtime 1737948050.6740916
DEBUG 2025-02-21 05:55:12,585 autoreload File /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/reprlib.py first seen with mtime 1733248792.0
